No.,Time,Source,Destination,Protocol,Length,Info,Tcp Flags,Source MAC Address,Destination MAC,Source IP ARP,Destination IP ARP,Time to live,Flags,Delta time,Frame length,Label
2107,31:12.7,157.240.199.15,192.168.77.21,TCP,1514,[TCP Spurious Retransmission] 443  >  49938 [ACK] Seq=747865 Ack=1680 Win=64240 Len=1460 [TCP segment of a reassembled PDU],\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0.00024,1514,
2108,31:12.7,192.168.77.21,157.240.199.15,TCP,54,[TCP Dup ACK 2106#1] 49938  >  443 [ACK] Seq=1680 Ack=755165 Win=65392 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,00:1A:2B:3C:4D:5E,aa:bb:cc:00:10:10,,,128,0x0000,0.000033,54,
2109,31:12.7,157.240.199.15,192.168.77.21,TCP,1514,[TCP Spurious Retransmission] 443  >  49938 [ACK] Seq=749325 Ack=1680 Win=64240 Len=1460 [TCP segment of a reassembled PDU],\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0.001913,1514,
2110,31:12.7,192.168.77.21,157.240.199.15,TCP,54,[TCP Dup ACK 2106#2] 49938  >  443 [ACK] Seq=1680 Ack=755165 Win=65392 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,00:1A:2B:3C:4D:5E,aa:bb:cc:00:10:10,,,128,0x0000,0.000036,54,
2111,31:12.7,157.240.199.15,192.168.77.21,TCP,1514,[TCP Spurious Retransmission] 443  >  49938 [ACK] Seq=752245 Ack=1680 Win=64240 Len=1460 [TCP segment of a reassembled PDU],\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0.002018,1514,
2112,31:12.7,192.168.77.21,157.240.199.15,TCP,54,[TCP Dup ACK 2106#3] 49938  >  443 [ACK] Seq=1680 Ack=755165 Win=65392 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,00:1A:2B:3C:4D:5E,aa:bb:cc:00:10:10,,,128,0x0000,0.000105,54,
2113,31:12.7,157.240.199.15,192.168.77.21,TCP,1514,"[TCP Fast Retransmission] 443  >  49938 [ACK] Seq=755165 Ack=1680 Win=64240 Len=1460 [TCP segment of a reassembled PDU], Ignored Unknown Record",\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0.001568,1514,
2114,31:12.7,192.168.77.21,157.240.199.15,TCP,54,49938  >  443 [ACK] Seq=1680 Ack=762465 Win=65392 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,00:1A:2B:3C:4D:5E,aa:bb:cc:00:10:10,,,128,0x0000,0.000053,54,
2115,31:12.7,157.240.199.15,192.168.77.21,TLSv1.2,1514,"[TCP Spurious Retransmission] , Ignored Unknown Record",\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0.001196,1514,
2116,31:12.7,192.168.77.21,157.240.199.15,TCP,54,[TCP Dup ACK 2114#1] 49938  >  443 [ACK] Seq=1680 Ack=762465 Win=65392 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,00:1A:2B:3C:4D:5E,aa:bb:cc:00:10:10,,,128,0x0000,0.000031,54,
2117,31:12.7,157.240.199.15,192.168.77.21,TLSv1.2,1514,"[TCP Spurious Retransmission] , Ignored Unknown Record",\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0.000325,1514,
2118,31:12.7,192.168.77.21,157.240.199.15,TCP,54,[TCP Dup ACK 2114#2] 49938  >  443 [ACK] Seq=1680 Ack=762465 Win=65392 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,00:1A:2B:3C:4D:5E,aa:bb:cc:00:10:10,,,128,0x0000,0.000022,54,
2119,31:12.7,157.240.199.15,192.168.77.21,TLSv1.2,1514,"[TCP Spurious Retransmission] , Ignored Unknown Record",\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0.001762,1514,
2120,31:12.7,192.168.77.21,157.240.199.15,TCP,54,[TCP Dup ACK 2114#3] 49938  >  443 [ACK] Seq=1680 Ack=762465 Win=65392 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,00:1A:2B:3C:4D:5E,aa:bb:cc:00:10:10,,,128,0x0000,0.000038,54,
2121,31:12.7,157.240.199.15,192.168.77.21,TCP,1514,[TCP Retransmission] 443  >  49938 [ACK] Seq=765385 Ack=1680 Win=64240 Len=1460,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0.002363,1514,
2122,31:12.7,192.168.77.21,157.240.199.15,TCP,54,[TCP Dup ACK 2114#4] 49938  >  443 [ACK] Seq=1680 Ack=762465 Win=65392 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,00:1A:2B:3C:4D:5E,aa:bb:cc:00:10:10,,,128,0x0000,0.000047,54,
2123,31:12.7,157.240.199.15,192.168.77.21,TCP,1514,[TCP Retransmission] 443  >  49938 [ACK] Seq=768305 Ack=1680 Win=64240 Len=1460,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0.001258,1514,
2124,31:12.7,192.168.77.21,157.240.199.15,TCP,54,[TCP Dup ACK 2114#5] 49938  >  443 [ACK] Seq=1680 Ack=762465 Win=65392 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,00:1A:2B:3C:4D:5E,aa:bb:cc:00:10:10,,,128,0x0000,0.000047,54,
2125,31:12.7,157.240.199.15,192.168.77.21,TCP,1514,[TCP Retransmission] 443  >  49938 [ACK] Seq=771225 Ack=1680 Win=64240 Len=1460,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0.003652,1514,
2126,31:12.7,192.168.77.21,157.240.199.15,TCP,54,[TCP Dup ACK 2114#6] 49938  >  443 [ACK] Seq=1680 Ack=762465 Win=65392 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,00:1A:2B:3C:4D:5E,aa:bb:cc:00:10:10,,,128,0x0000,0.000046,54,
2127,31:12.8,157.240.199.15,192.168.77.21,TCP,1514,[TCP Retransmission] 443  >  49938 [ACK] Seq=772685 Ack=1680 Win=64240 Len=1460,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0.107348,1514,
2128,31:12.8,192.168.77.21,157.240.199.15,TCP,54,[TCP Dup ACK 2114#7] 49938  >  443 [ACK] Seq=1680 Ack=762465 Win=65392 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,00:1A:2B:3C:4D:5E,aa:bb:cc:00:10:10,,,128,0x0000,0.000045,54,
2129,31:12.8,157.240.199.15,192.168.77.21,TCP,1514,[TCP Retransmission] 443  >  49938 [ACK] Seq=774145 Ack=1680 Win=64240 Len=1460,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0.000214,1514,
2130,31:12.8,192.168.77.21,157.240.199.15,TCP,54,[TCP Dup ACK 2114#8] 49938  >  443 [ACK] Seq=1680 Ack=762465 Win=65392 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,00:1A:2B:3C:4D:5E,aa:bb:cc:00:10:10,,,128,0x0000,0.000025,54,
2131,31:12.8,157.240.199.15,192.168.77.21,TCP,1514,[TCP Retransmission] 443  >  49938 [ACK] Seq=775605 Ack=1680 Win=64240 Len=1460,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0.002086,1514,
2132,31:12.8,192.168.77.21,157.240.199.15,TCP,54,[TCP Dup ACK 2114#9] 49938  >  443 [ACK] Seq=1680 Ack=762465 Win=65392 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,00:1A:2B:3C:4D:5E,aa:bb:cc:00:10:10,,,128,0x0000,0.000039,54,
2133,31:12.8,157.240.199.15,192.168.77.21,TCP,1514,[TCP Retransmission] 443  >  49938 [ACK] Seq=778525 Ack=1680 Win=64240 Len=1460,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0.00179,1514,
2134,31:12.8,192.168.77.21,157.240.199.15,TCP,54,[TCP Dup ACK 2114#10] 49938  >  443 [ACK] Seq=1680 Ack=762465 Win=65392 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,00:1A:2B:3C:4D:5E,aa:bb:cc:00:10:10,,,128,0x0000,0.000045,54,
2135,31:12.8,157.240.199.15,192.168.77.21,TCP,1514,[TCP Retransmission] 443  >  49938 [ACK] Seq=781445 Ack=1680 Win=64240 Len=1460,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0.001295,1514,
2136,31:12.8,192.168.77.21,157.240.199.15,TCP,54,[TCP Dup ACK 2114#11] 49938  >  443 [ACK] Seq=1680 Ack=762465 Win=65392 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,00:1A:2B:3C:4D:5E,aa:bb:cc:00:10:10,,,128,0x0000,0.000041,54,
2137,31:12.8,157.240.199.15,192.168.77.21,TCP,1514,[TCP Retransmission] 443  >  49938 [ACK] Seq=782905 Ack=1680 Win=64240 Len=1460,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0.000242,1514,
2138,31:12.8,192.168.77.21,157.240.199.15,TCP,54,[TCP Dup ACK 2114#12] 49938  >  443 [ACK] Seq=1680 Ack=762465 Win=65392 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,00:1A:2B:3C:4D:5E,aa:bb:cc:00:10:10,,,128,0x0000,0.000031,54,
2139,31:12.8,157.240.199.15,192.168.77.21,TCP,1514,[TCP Retransmission] 443  >  49938 [ACK] Seq=784365 Ack=1680 Win=64240 Len=1460,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0.001635,1514,
2140,31:12.8,192.168.77.21,157.240.199.15,TCP,54,[TCP Dup ACK 2114#13] 49938  >  443 [ACK] Seq=1680 Ack=762465 Win=65392 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,00:1A:2B:3C:4D:5E,aa:bb:cc:00:10:10,,,128,0x0000,0.000044,54,
2141,31:12.9,157.240.199.15,192.168.77.21,TCP,1514,[TCP Retransmission] 443  >  49938 [ACK] Seq=788745 Ack=1680 Win=64240 Len=1460,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0.002487,1514,
2142,31:12.9,192.168.77.21,157.240.199.15,TCP,54,[TCP Dup ACK 2114#14] 49938  >  443 [ACK] Seq=1680 Ack=762465 Win=65392 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,00:1A:2B:3C:4D:5E,aa:bb:cc:00:10:10,,,128,0x0000,0.000045,54,
2143,31:12.9,157.240.199.15,192.168.77.21,TCP,1514,[TCP Retransmission] 443  >  49938 [ACK] Seq=790205 Ack=1680 Win=64240 Len=1460,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0.00103,1514,
2144,31:12.9,192.168.77.21,157.240.199.15,TCP,54,[TCP Dup ACK 2114#15] 49938  >  443 [ACK] Seq=1680 Ack=762465 Win=65392 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,00:1A:2B:3C:4D:5E,aa:bb:cc:00:10:10,,,128,0x0000,0.000041,54,
2145,31:12.9,157.240.199.15,192.168.77.21,TCP,1514,[TCP Retransmission] 443  >  49938 [ACK] Seq=794585 Ack=1680 Win=64240 Len=1460,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0.002551,1514,
2146,31:12.9,192.168.77.21,157.240.199.15,TCP,54,[TCP Dup ACK 2114#16] 49938  >  443 [ACK] Seq=1680 Ack=762465 Win=65392 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,00:1A:2B:3C:4D:5E,aa:bb:cc:00:10:10,,,128,0x0000,0.000072,54,
2147,31:12.9,157.240.199.15,192.168.77.21,TCP,1514,[TCP Retransmission] 443  >  49938 [ACK] Seq=796045 Ack=1680 Win=64240 Len=1460,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0.001217,1514,
2148,31:12.9,192.168.77.21,157.240.199.15,TCP,54,[TCP Dup ACK 2114#17] 49938  >  443 [ACK] Seq=1680 Ack=762465 Win=65392 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,00:1A:2B:3C:4D:5E,aa:bb:cc:00:10:10,,,128,0x0000,0.000053,54,
2149,31:12.9,157.240.199.15,192.168.77.21,TCP,1514,[TCP Retransmission] 443  >  49938 [ACK] Seq=800425 Ack=1680 Win=64240 Len=1460,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0.003906,1514,
2150,31:12.9,192.168.77.21,157.240.199.15,TCP,54,[TCP Dup ACK 2114#18] 49938  >  443 [ACK] Seq=1680 Ack=762465 Win=65392 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,00:1A:2B:3C:4D:5E,aa:bb:cc:00:10:10,,,128,0x0000,0.000065,54,
2151,31:12.9,157.240.199.15,192.168.77.21,TCP,1514,[TCP Retransmission] 443  >  49938 [ACK] Seq=803345 Ack=1680 Win=64240 Len=1460,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0.002395,1514,
2152,31:12.9,192.168.77.21,157.240.199.15,TCP,54,[TCP Dup ACK 2114#19] 49938  >  443 [ACK] Seq=1680 Ack=762465 Win=65392 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,00:1A:2B:3C:4D:5E,aa:bb:cc:00:10:10,,,128,0x0000,0.000063,54,
2153,31:12.9,157.240.199.15,192.168.77.21,TCP,1514,[TCP Retransmission] 443  >  49938 [ACK] Seq=804805 Ack=1680 Win=64240 Len=1460,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0.001205,1514,
2154,31:12.9,192.168.77.21,157.240.199.15,TCP,54,[TCP Dup ACK 2114#20] 49938  >  443 [ACK] Seq=1680 Ack=762465 Win=65392 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,00:1A:2B:3C:4D:5E,aa:bb:cc:00:10:10,,,128,0x0000,0.00005,54,
2155,31:12.9,157.240.199.15,192.168.77.21,TCP,1513,"[TCP Retransmission] 443  >  49938 [PSH, ACK] Seq=809185 Ack=1680 Win=64240 Len=1459",\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0.003313,1513,
2156,31:12.9,192.168.77.21,157.240.199.15,TCP,54,[TCP Dup ACK 2114#21] 49938  >  443 [ACK] Seq=1680 Ack=762465 Win=65392 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,00:1A:2B:3C:4D:5E,aa:bb:cc:00:10:10,,,128,0x0000,0.00006,54,
2157,31:12.9,157.240.199.15,192.168.77.21,TLSv1.2,1514,Ignored Unknown Record,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0.001301,1514,
2158,31:12.9,192.168.77.21,157.240.199.15,TCP,54,[TCP Dup ACK 2114#22] 49938  >  443 [ACK] Seq=1680 Ack=762465 Win=65392 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,00:1A:2B:3C:4D:5E,aa:bb:cc:00:10:10,,,128,0x0000,0.000057,54,
2159,31:12.9,157.240.199.15,192.168.77.21,TLSv1.2,1514,"[TCP Previous segment not captured] , Ignored Unknown Record",\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0.003629,1514,
2160,31:12.9,192.168.77.21,157.240.199.15,TCP,54,[TCP Dup ACK 2114#23] 49938  >  443 [ACK] Seq=1680 Ack=762465 Win=65392 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,00:1A:2B:3C:4D:5E,aa:bb:cc:00:10:10,,,128,0x0000,0.000065,54,
2161,31:12.9,157.240.199.15,192.168.77.21,TLSv1.2,1514,Ignored Unknown Record,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0.003954,1514,
2162,31:12.9,157.240.199.15,192.168.77.21,TLSv1.2,1514,"[TCP Previous segment not captured] , Ignored Unknown Record",\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0,1514,
2163,31:12.9,192.168.77.21,157.240.199.15,TCP,54,[TCP Dup ACK 2114#24] 49938  >  443 [ACK] Seq=1680 Ack=762465 Win=65392 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,00:1A:2B:3C:4D:5E,aa:bb:cc:00:10:10,,,128,0x0000,0.00007,54,
2164,31:12.9,192.168.77.21,157.240.199.15,TCP,54,[TCP Dup ACK 2114#25] 49938  >  443 [ACK] Seq=1680 Ack=762465 Win=65392 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,00:1A:2B:3C:4D:5E,aa:bb:cc:00:10:10,,,128,0x0000,0.000079,54,
2165,31:12.9,157.240.199.15,192.168.77.21,TCP,1514,[TCP Previous segment not captured] 443  >  49938 [ACK] Seq=823784 Ack=1680 Win=64240 Len=1460 [TCP segment of a reassembled PDU],\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0.003553,1514,
2166,31:12.9,192.168.77.21,157.240.199.15,TCP,54,[TCP Dup ACK 2114#26] 49938  >  443 [ACK] Seq=1680 Ack=762465 Win=65392 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,00:1A:2B:3C:4D:5E,aa:bb:cc:00:10:10,,,128,0x0000,0.000049,54,
2167,31:12.9,157.240.199.15,192.168.77.21,TCP,1514,"443  >  49938 [PSH, ACK] Seq=825244 Ack=1680 Win=64240 Len=1460 [TCP segment of a reassembled PDU]",\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0.001439,1514,
2168,31:12.9,192.168.77.21,157.240.199.15,TCP,54,[TCP Dup ACK 2114#27] 49938  >  443 [ACK] Seq=1680 Ack=762465 Win=65392 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,00:1A:2B:3C:4D:5E,aa:bb:cc:00:10:10,,,128,0x0000,0.00006,54,
2169,31:12.9,157.240.199.15,192.168.77.21,TCP,1514,[TCP Out-Of-Order] 443  >  49938 [ACK] Seq=763925 Ack=1680 Win=64240 Len=1460,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0.001598,1514,
2170,31:12.9,192.168.77.21,157.240.199.15,TCP,54,[TCP Dup ACK 2114#28] 49938  >  443 [ACK] Seq=1680 Ack=762465 Win=65392 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,00:1A:2B:3C:4D:5E,aa:bb:cc:00:10:10,,,128,0x0000,0.000057,54,
