No.,Time,Source,Destination,Protocol,Length,Info,Tcp Flags,Source MAC Address,Destination MAC,Source IP ARP,Destination IP ARP,Time to live,Flags,Delta time,Frame length,Label
1779,26:08.0,9e:8f:a2:1b:80:3a,Broadcast,ARP,42,Who has 192.168.1.212? Tell 192.168.1.10,,9e:8f:a2:1b:80:3a,ff:ff:ff:ff:ff:ff,192.168.1.10,192.168.1.212,,,0.000719,42,0
1780,26:08.0,9e:8f:a2:1b:80:3a,Broadcast,ARP,42,Who has 192.168.1.12? Tell 192.168.1.10,,9e:8f:a2:1b:80:3a,ff:ff:ff:ff:ff:ff,192.168.1.10,192.168.1.12,,,0,42,0
1781,26:08.0,9e:8f:a2:1b:80:3a,Broadcast,ARP,42,Who has 192.168.1.14? Tell 192.168.1.10,,9e:8f:a2:1b:80:3a,ff:ff:ff:ff:ff:ff,192.168.1.10,192.168.1.14,,,0,42,0
1788,26:08.0,9e:8f:a2:1b:80:3a,Broadcast,ARP,42,Who has 192.168.1.132? Tell 192.168.1.10,,9e:8f:a2:1b:80:3a,ff:ff:ff:ff:ff:ff,192.168.1.10,192.168.1.132,,,0.008481,42,0
1789,26:08.0,9e:8f:a2:1b:80:3a,Broadcast,ARP,42,Who has 192.168.1.17? Tell 192.168.1.10,,9e:8f:a2:1b:80:3a,ff:ff:ff:ff:ff:ff,192.168.1.10,192.168.1.17,,,0,42,0
1790,26:08.0,9e:8f:a2:1b:80:3a,Broadcast,ARP,42,Who has 192.168.1.149? Tell 192.168.1.10,,9e:8f:a2:1b:80:3a,ff:ff:ff:ff:ff:ff,192.168.1.10,192.168.1.149,,,0,42,0
1791,26:08.0,9e:8f:a2:1b:80:3a,Broadcast,ARP,42,Who has 192.168.1.104? Tell 192.168.1.10,,9e:8f:a2:1b:80:3a,ff:ff:ff:ff:ff:ff,192.168.1.10,192.168.1.104,,,0.000047,42,0
1792,26:08.0,9e:8f:a2:1b:80:3a,Broadcast,ARP,42,Who has 192.168.1.164? Tell 192.168.1.10,,9e:8f:a2:1b:80:3a,ff:ff:ff:ff:ff:ff,192.168.1.10,192.168.1.164,,,0.001485,42,0
1793,26:08.0,9e:8f:a2:1b:80:3a,Broadcast,ARP,42,Who has 192.168.1.247? Tell 192.168.1.10,,9e:8f:a2:1b:80:3a,ff:ff:ff:ff:ff:ff,192.168.1.10,192.168.1.247,,,0,42,0
1794,26:08.0,9e:8f:a2:1b:80:3a,Broadcast,ARP,42,Who has 192.168.1.8? Tell 192.168.1.10,,9e:8f:a2:1b:80:3a,ff:ff:ff:ff:ff:ff,192.168.1.10,192.168.1.8,,,0.000823,42,0
1797,26:08.1,9e:8f:a2:1b:80:3a,Broadcast,ARP,42,Who has 192.168.1.249? Tell 192.168.1.10,,9e:8f:a2:1b:80:3a,ff:ff:ff:ff:ff:ff,192.168.1.10,192.168.1.249,,,0.009018,42,0
1881,26:08.8,9e:8f:a2:1b:80:3a,Broadcast,ARP,42,Who has 192.168.1.8? Tell 192.168.1.10,,9e:8f:a2:1b:80:3a,ff:ff:ff:ff:ff:ff,192.168.1.10,192.168.1.8,,,0.0063,42,0
1882,26:08.8,9e:8f:a2:1b:80:3a,Broadcast,ARP,42,Who has 192.168.1.247? Tell 192.168.1.10,,9e:8f:a2:1b:80:3a,ff:ff:ff:ff:ff:ff,192.168.1.10,192.168.1.247,,,0,42,0
1883,26:08.8,9e:8f:a2:1b:80:3a,Broadcast,ARP,42,Who has 192.168.1.164? Tell 192.168.1.10,,9e:8f:a2:1b:80:3a,ff:ff:ff:ff:ff:ff,192.168.1.10,192.168.1.164,,,0,42,0
1884,26:08.8,9e:8f:a2:1b:80:3a,Broadcast,ARP,42,Who has 192.168.1.104? Tell 192.168.1.10,,9e:8f:a2:1b:80:3a,ff:ff:ff:ff:ff:ff,192.168.1.10,192.168.1.104,,,0.000041,42,0
1885,26:08.8,9e:8f:a2:1b:80:3a,Broadcast,ARP,42,Who has 192.168.1.149? Tell 192.168.1.10,,9e:8f:a2:1b:80:3a,ff:ff:ff:ff:ff:ff,192.168.1.10,192.168.1.149,,,0.000689,42,0
1886,26:08.8,9e:8f:a2:1b:80:3a,Broadcast,ARP,42,Who has 192.168.1.17? Tell 192.168.1.10,,9e:8f:a2:1b:80:3a,ff:ff:ff:ff:ff:ff,192.168.1.10,192.168.1.17,,,0,42,0
1887,26:08.8,9e:8f:a2:1b:80:3a,Broadcast,ARP,42,Who has 192.168.1.132? Tell 192.168.1.10,,9e:8f:a2:1b:80:3a,ff:ff:ff:ff:ff:ff,192.168.1.10,192.168.1.132,,,0,42,0
1890,26:08.8,9e:8f:a2:1b:80:3a,Broadcast,ARP,42,Who has 192.168.1.249? Tell 192.168.1.10,,9e:8f:a2:1b:80:3a,ff:ff:ff:ff:ff:ff,192.168.1.10,192.168.1.249,,,0.004844,42,0
1966,26:09.6,9e:8f:a2:1b:80:3a,Broadcast,ARP,42,Who has 192.168.1.249? Tell 192.168.1.10,,9e:8f:a2:1b:80:3a,ff:ff:ff:ff:ff:ff,192.168.1.10,192.168.1.249,,,0.002248,42,0
1971,26:09.7,fc:57:03:cc:07:80,Broadcast,ARP,60,Who has 192.168.1.13? Tell 192.168.1.1,,fc:57:03:cc:07:80,ff:ff:ff:ff:ff:ff,192.168.1.1,192.168.1.13,,,0.011288,60,0
1972,26:09.7,90:0f:0c:31:14:3b,fc:57:03:cc:07:80,ARP,42,192.168.1.13 is at 90:0f:0c:31:14:3b,,90:0f:0c:31:14:3b,fc:57:03:cc:07:80,192.168.1.13,192.168.1.1,,,0.000029,42,0
2052,26:10.7,fc:57:03:cc:07:80,Broadcast,ARP,60,Who has 192.168.1.10? Tell 192.168.1.1,,fc:57:03:cc:07:80,ff:ff:ff:ff:ff:ff,192.168.1.1,192.168.1.10,,,0.001611,60,0
2754,26:15.8,fc:57:03:cc:07:80,Broadcast,ARP,60,Who has 192.168.1.13? Tell 192.168.1.1,,fc:57:03:cc:07:80,ff:ff:ff:ff:ff:ff,192.168.1.1,192.168.1.13,,,0.000275,60,0
2755,26:15.8,90:0f:0c:31:14:3b,fc:57:03:cc:07:80,ARP,42,192.168.1.13 is at 90:0f:0c:31:14:3b,,90:0f:0c:31:14:3b,fc:57:03:cc:07:80,192.168.1.13,192.168.1.1,,,0.000013,42,0
2864,26:16.8,fc:57:03:cc:07:80,Broadcast,ARP,60,Who has 192.168.1.10? Tell 192.168.1.1,,fc:57:03:cc:07:80,ff:ff:ff:ff:ff:ff,192.168.1.1,192.168.1.10,,,0.00344,60,0
3010,26:18.5,9e:8f:a2:1b:80:3a,Broadcast,ARP,42,Who has 192.168.1.13? Tell 192.168.1.10,,9e:8f:a2:1b:80:3a,ff:ff:ff:ff:ff:ff,192.168.1.10,192.168.1.13,,,0.001239,42,0
3011,26:18.5,90:0f:0c:31:14:3b,9e:8f:a2:1b:80:3a,ARP,42,192.168.1.13 is at 90:0f:0c:31:14:3b,,90:0f:0c:31:14:3b,9e:8f:a2:1b:80:3a,192.168.1.13,192.168.1.10,,,0.000017,42,0
3012,26:18.5,9e:8f:a2:1b:80:3a,Broadcast,ARP,42,Who has 192.168.1.4? Tell 192.168.1.10,,9e:8f:a2:1b:80:3a,ff:ff:ff:ff:ff:ff,192.168.1.10,192.168.1.4,,,0.003198,42,0
3014,26:18.5,9e:8f:a2:1b:80:3a,Broadcast,ARP,42,Who has 192.168.1.3? Tell 192.168.1.10,,9e:8f:a2:1b:80:3a,ff:ff:ff:ff:ff:ff,192.168.1.10,192.168.1.3,,,0.001826,42,0
3015,26:18.5,9e:8f:a2:1b:80:3a,Broadcast,ARP,42,Who has 192.168.1.5? Tell 192.168.1.10,,9e:8f:a2:1b:80:3a,ff:ff:ff:ff:ff:ff,192.168.1.10,192.168.1.5,,,0.001861,42,0
3016,26:18.6,9e:8f:a2:1b:80:3a,Broadcast,ARP,42,Who has 192.168.1.2? Tell 192.168.1.10,,9e:8f:a2:1b:80:3a,ff:ff:ff:ff:ff:ff,192.168.1.10,192.168.1.2,,,0.002116,42,0
3017,26:18.6,9e:8f:a2:1b:80:3a,Broadcast,ARP,42,Who has 192.168.1.69? Tell 192.168.1.10,,9e:8f:a2:1b:80:3a,ff:ff:ff:ff:ff:ff,192.168.1.10,192.168.1.69,,,0.001737,42,0
3099,26:19.3,9e:8f:a2:1b:80:3a,Broadcast,ARP,42,Who has 192.168.1.69? Tell 192.168.1.10,,9e:8f:a2:1b:80:3a,ff:ff:ff:ff:ff:ff,192.168.1.10,192.168.1.69,,,0.015884,42,0
3100,26:19.3,9e:8f:a2:1b:80:3a,Broadcast,ARP,42,Who has 192.168.1.2? Tell 192.168.1.10,,9e:8f:a2:1b:80:3a,ff:ff:ff:ff:ff:ff,192.168.1.10,192.168.1.2,,,0,42,0
3101,26:19.3,9e:8f:a2:1b:80:3a,Broadcast,ARP,42,Who has 192.168.1.5? Tell 192.168.1.10,,9e:8f:a2:1b:80:3a,ff:ff:ff:ff:ff:ff,192.168.1.10,192.168.1.5,,,0,42,0
3102,26:19.3,9e:8f:a2:1b:80:3a,Broadcast,ARP,42,Who has 192.168.1.3? Tell 192.168.1.10,,9e:8f:a2:1b:80:3a,ff:ff:ff:ff:ff:ff,192.168.1.10,192.168.1.3,,,0,42,0
3105,26:19.3,9e:8f:a2:1b:80:3a,Broadcast,ARP,42,Who has 192.168.1.4? Tell 192.168.1.10,,9e:8f:a2:1b:80:3a,ff:ff:ff:ff:ff:ff,192.168.1.10,192.168.1.4,,,0.000265,42,0
3112,26:19.3,9e:8f:a2:1b:80:3a,Broadcast,ARP,42,Who has 192.168.1.8? Tell 192.168.1.10,,9e:8f:a2:1b:80:3a,ff:ff:ff:ff:ff:ff,192.168.1.10,192.168.1.8,,,0.006083,42,0
3197,26:20.1,9e:8f:a2:1b:80:3a,Broadcast,ARP,42,Who has 192.168.1.69? Tell 192.168.1.10,,9e:8f:a2:1b:80:3a,ff:ff:ff:ff:ff:ff,192.168.1.10,192.168.1.69,,,0.004426,42,0
3198,26:20.1,9e:8f:a2:1b:80:3a,Broadcast,ARP,42,Who has 192.168.1.4? Tell 192.168.1.10,,9e:8f:a2:1b:80:3a,ff:ff:ff:ff:ff:ff,192.168.1.10,192.168.1.4,,,0,42,0
3199,26:20.1,9e:8f:a2:1b:80:3a,Broadcast,ARP,42,Who has 192.168.1.3? Tell 192.168.1.10,,9e:8f:a2:1b:80:3a,ff:ff:ff:ff:ff:ff,192.168.1.10,192.168.1.3,,,0,42,0
3200,26:20.1,9e:8f:a2:1b:80:3a,Broadcast,ARP,42,Who has 192.168.1.5? Tell 192.168.1.10,,9e:8f:a2:1b:80:3a,ff:ff:ff:ff:ff:ff,192.168.1.10,192.168.1.5,,,0.000058,42,0
3202,26:20.1,9e:8f:a2:1b:80:3a,Broadcast,ARP,42,Who has 192.168.1.2? Tell 192.168.1.10,,9e:8f:a2:1b:80:3a,ff:ff:ff:ff:ff:ff,192.168.1.10,192.168.1.2,,,0.000272,42,0
3204,26:20.1,9e:8f:a2:1b:80:3a,Broadcast,ARP,42,Who has 192.168.1.8? Tell 192.168.1.10,,9e:8f:a2:1b:80:3a,ff:ff:ff:ff:ff:ff,192.168.1.10,192.168.1.8,,,0.003646,42,0
3210,26:20.2,9e:8f:a2:1b:80:3a,Broadcast,ARP,42,Who has 192.168.1.20? Tell 192.168.1.10,,9e:8f:a2:1b:80:3a,ff:ff:ff:ff:ff:ff,192.168.1.10,192.168.1.20,,,0.013841,42,0
3211,26:20.2,9e:8f:a2:1b:80:3a,Broadcast,ARP,42,Who has 192.168.1.26? Tell 192.168.1.10,,9e:8f:a2:1b:80:3a,ff:ff:ff:ff:ff:ff,192.168.1.10,192.168.1.26,,,0.001331,42,0
3212,26:20.2,9e:8f:a2:1b:80:3a,Broadcast,ARP,42,Who has 192.168.1.9? Tell 192.168.1.10,,9e:8f:a2:1b:80:3a,ff:ff:ff:ff:ff:ff,192.168.1.10,192.168.1.9,,,0.000453,42,0
3288,26:20.9,9e:8f:a2:1b:80:3a,Broadcast,ARP,42,Who has 192.168.1.8? Tell 192.168.1.10,,9e:8f:a2:1b:80:3a,ff:ff:ff:ff:ff:ff,192.168.1.10,192.168.1.8,,,0.000935,42,0
3292,26:20.9,9e:8f:a2:1b:80:3a,Broadcast,ARP,42,Who has 192.168.1.9? Tell 192.168.1.10,,9e:8f:a2:1b:80:3a,ff:ff:ff:ff:ff:ff,192.168.1.10,192.168.1.9,,,0.011558,42,0
3293,26:20.9,9e:8f:a2:1b:80:3a,Broadcast,ARP,42,Who has 192.168.1.26? Tell 192.168.1.10,,9e:8f:a2:1b:80:3a,ff:ff:ff:ff:ff:ff,192.168.1.10,192.168.1.26,,,0,42,0
3294,26:20.9,9e:8f:a2:1b:80:3a,Broadcast,ARP,42,Who has 192.168.1.20? Tell 192.168.1.10,,9e:8f:a2:1b:80:3a,ff:ff:ff:ff:ff:ff,192.168.1.10,192.168.1.20,,,0,42,0
3349,26:21.7,9e:8f:a2:1b:80:3a,Broadcast,ARP,42,Who has 192.168.1.20? Tell 192.168.1.10,,9e:8f:a2:1b:80:3a,ff:ff:ff:ff:ff:ff,192.168.1.10,192.168.1.20,,,0.017762,42,0
3350,26:21.7,9e:8f:a2:1b:80:3a,Broadcast,ARP,42,Who has 192.168.1.26? Tell 192.168.1.10,,9e:8f:a2:1b:80:3a,ff:ff:ff:ff:ff:ff,192.168.1.10,192.168.1.26,,,0.00053,42,0
3351,26:21.7,9e:8f:a2:1b:80:3a,Broadcast,ARP,42,Who has 192.168.1.9? Tell 192.168.1.10,,9e:8f:a2:1b:80:3a,ff:ff:ff:ff:ff:ff,192.168.1.10,192.168.1.9,,,0.000914,42,0
3597,26:22.9,fc:57:03:cc:07:80,Broadcast,ARP,60,Who has 192.168.1.13? Tell 192.168.1.1,,fc:57:03:cc:07:80,ff:ff:ff:ff:ff:ff,192.168.1.1,192.168.1.13,,,0.001922,60,0
3598,26:22.9,90:0f:0c:31:14:3b,fc:57:03:cc:07:80,ARP,42,192.168.1.13 is at 90:0f:0c:31:14:3b,,90:0f:0c:31:14:3b,fc:57:03:cc:07:80,192.168.1.13,192.168.1.1,,,0.000033,42,0
3704,26:23.8,fc:57:03:cc:07:80,Broadcast,ARP,60,Who has 192.168.1.10? Tell 192.168.1.1,,fc:57:03:cc:07:80,ff:ff:ff:ff:ff:ff,192.168.1.1,192.168.1.10,,,0.010654,60,0
4018,26:27.0,9e:8f:a2:1b:80:3a,Broadcast,ARP,42,Who has 192.168.1.155? Tell 192.168.1.10,,9e:8f:a2:1b:80:3a,ff:ff:ff:ff:ff:ff,192.168.1.10,192.168.1.155,,,0.002438,42,0
4019,26:27.0,9e:8f:a2:1b:80:3a,Broadcast,ARP,42,Who has 192.168.1.139? Tell 192.168.1.10,,9e:8f:a2:1b:80:3a,ff:ff:ff:ff:ff:ff,192.168.1.10,192.168.1.139,,,0.002701,42,0
4020,26:27.0,9e:8f:a2:1b:80:3a,Broadcast,ARP,42,Who has 192.168.1.12? Tell 192.168.1.10,,9e:8f:a2:1b:80:3a,ff:ff:ff:ff:ff:ff,192.168.1.10,192.168.1.12,,,0,42,0
4022,26:27.0,9e:8f:a2:1b:80:3a,Broadcast,ARP,42,Who has 192.168.1.134? Tell 192.168.1.10,,9e:8f:a2:1b:80:3a,ff:ff:ff:ff:ff:ff,192.168.1.10,192.168.1.134,,,0.000574,42,0
4023,26:27.0,9e:8f:a2:1b:80:3a,Broadcast,ARP,42,Who has 192.168.1.68? Tell 192.168.1.10,,9e:8f:a2:1b:80:3a,ff:ff:ff:ff:ff:ff,192.168.1.10,192.168.1.68,,,0.000879,42,0
4024,26:27.0,9e:8f:a2:1b:80:3a,Broadcast,ARP,42,Who has 192.168.1.236? Tell 192.168.1.10,,9e:8f:a2:1b:80:3a,ff:ff:ff:ff:ff:ff,192.168.1.10,192.168.1.236,,,0.000593,42,0
4025,26:27.0,9e:8f:a2:1b:80:3a,Broadcast,ARP,42,Who has 192.168.1.3? Tell 192.168.1.10,,9e:8f:a2:1b:80:3a,ff:ff:ff:ff:ff:ff,192.168.1.10,192.168.1.3,,,0,42,0
4108,26:27.8,9e:8f:a2:1b:80:3a,Broadcast,ARP,42,Who has 192.168.1.68? Tell 192.168.1.10,,9e:8f:a2:1b:80:3a,ff:ff:ff:ff:ff:ff,192.168.1.10,192.168.1.68,,,0.004365,42,0
4109,26:27.8,9e:8f:a2:1b:80:3a,Broadcast,ARP,42,Who has 192.168.1.134? Tell 192.168.1.10,,9e:8f:a2:1b:80:3a,ff:ff:ff:ff:ff:ff,192.168.1.10,192.168.1.134,,,0,42,0
4111,26:27.8,9e:8f:a2:1b:80:3a,Broadcast,ARP,42,Who has 192.168.1.12? Tell 192.168.1.10,,9e:8f:a2:1b:80:3a,ff:ff:ff:ff:ff:ff,192.168.1.10,192.168.1.12,,,0.000552,42,0
4112,26:27.8,9e:8f:a2:1b:80:3a,Broadcast,ARP,42,Who has 192.168.1.139? Tell 192.168.1.10,,9e:8f:a2:1b:80:3a,ff:ff:ff:ff:ff:ff,192.168.1.10,192.168.1.139,,,0.000623,42,0
4113,26:27.8,9e:8f:a2:1b:80:3a,Broadcast,ARP,42,Who has 192.168.1.155? Tell 192.168.1.10,,9e:8f:a2:1b:80:3a,ff:ff:ff:ff:ff:ff,192.168.1.10,192.168.1.155,,,0,42,0
4116,26:27.8,9e:8f:a2:1b:80:3a,Broadcast,ARP,42,Who has 192.168.1.3? Tell 192.168.1.10,,9e:8f:a2:1b:80:3a,ff:ff:ff:ff:ff:ff,192.168.1.10,192.168.1.3,,,0.00623,42,0
4119,26:27.8,9e:8f:a2:1b:80:3a,Broadcast,ARP,42,Who has 192.168.1.4? Tell 192.168.1.10,,9e:8f:a2:1b:80:3a,ff:ff:ff:ff:ff:ff,192.168.1.10,192.168.1.4,,,0.013495,42,0
4120,26:27.8,9e:8f:a2:1b:80:3a,Broadcast,ARP,42,Who has 192.168.1.252? Tell 192.168.1.10,,9e:8f:a2:1b:80:3a,ff:ff:ff:ff:ff:ff,192.168.1.10,192.168.1.252,,,0,42,0
4121,26:27.8,9e:8f:a2:1b:80:3a,Broadcast,ARP,42,Who has 192.168.1.5? Tell 192.168.1.10,,9e:8f:a2:1b:80:3a,ff:ff:ff:ff:ff:ff,192.168.1.10,192.168.1.5,,,0.00132,42,0
4123,26:27.8,9e:8f:a2:1b:80:3a,Broadcast,ARP,42,Who has 192.168.1.7? Tell 192.168.1.10,,9e:8f:a2:1b:80:3a,ff:ff:ff:ff:ff:ff,192.168.1.10,192.168.1.7,,,0.0004,42,0
